call_id,chunk_id,date,duration,speaker,transcript
14,14_2,2024-02-21,33000,Agent,"Agent: Our clothing is made from recycled fabrics and organic cotton, with certifications for sustainability."
14,14_3,2024-02-21,33000,Caller,Caller: That's impressive. Do you have any third-party verifications I can look up?
14,14_4,2024-02-21,33000,Agent,"Agent: Yes, we're GOTS certified. I can send links if you'd like."
14,14_5,2024-02-21,33000,Caller,Caller: Please do. I'm going to buy a couple of shirts now. Thanks!
14,14_6,2024-02-21,33000,Agent,Agent: Email sent. Happy shopping!
15,15_1,2024-03-14,17700,Caller,Caller: I can't seem to find my wish list on the site anymore. It was there yesterday.
15,15_2,2024-03-14,17700,Agent,Agent: Are you logged into the correct account? Sometimes they get hidden.
15,15_3,2024-03-14,17700,Caller,"Caller: Yes, but it's empty now. Can you restore it?"
15,15_4,2024-03-14,17700,Agent,"Agent: Let me check our backup—yes, I've restored it for you."
15,15_5,2024-03-14,17700,Caller,"Caller: Phew, thanks a lot."
16,16_1,2024-04-29,28800,Caller,Caller: The color of the sweater I received is way off from the photo online—it's more brown than beige.
16,16_2,2024-04-29,28800,Agent,"Agent: Colors can vary due to screen settings, but if it's not what you expected, we can arrange a return."
16,16_3,2024-04-29,28800,Caller,"Caller: Yes, please. Order 77889. Will I get free return shipping?"
16,16_4,2024-04-29,28800,Agent,"Agent: Absolutely, label on the way. Would you like a different color as replacement?"
16,16_5,2024-04-29,28800,Caller,"Caller: No, just a refund. Thanks for understanding."
17,17_1,2024-05-11,22800,Caller,"Caller: Hi, do you provide installation services for large appliances like refrigerators?"
17,17_2,2024-05-11,22800,Agent,"Agent: We do for an additional fee of $50, including haul-away of the old one."
17,17_3,2024-05-11,22800,Caller,Caller: Perfect for my new fridge order. Can you schedule it?
17,17_4,2024-05-11,22800,Agent,"Agent: Sure, what date works? Let's say next Tuesday."
17,17_5,2024-05-11,22800,Caller,Caller: Tuesday is good. Confirm the address?
17,17_6,2024-05-11,22800,Agent,Agent: All set. See you then.
18,18_1,2024-06-26,26700,Caller,"Caller: My coupon code expired yesterday, but I just found out about it. Can you make an exception and honor it?"
18,18_2,2024-06-26,26700,Agent,"Agent: As a one-time courtesy, yes. What's the code?"
18,18_3,2024-06-26,26700,Caller,Caller: SUMMER20. It's for 20% off.
18,18_4,2024-06-26,26700,Agent,Agent: Applied to your cart. Proceed when ready.
18,18_5,2024-06-26,26700,Caller,Caller: You're a lifesaver. Thanks!
19,19_1,2024-07-09,20400,Caller,"Caller: Hello, could you help me track my package? I have the order number."
19,19_2,2024-07-09,20400,Agent,"Agent: Sure, what's the number?"
19,19_3,2024-07-09,20400,Caller,Caller: 99001. It was supposed to arrive yesterday.
19,19_4,2024-07-09,20400,Agent,Agent: It shows out for delivery today. Should be there by evening.
19,19_5,2024-07-09,20400,Caller,"Caller: Okay, I'll keep an eye out. Thanks."
20,20_1,2024-08-24,29700,Caller,"Caller: The item I ordered is now out of stock, but my order went through. What's going on?"
20,20_2,2024-08-24,29700,Agent,"Agent: It's on backorder, expected in 2 weeks. Or we can cancel if you prefer."
20,20_3,2024-08-24,29700,Caller,"Caller: I'd rather cancel and get a refund, please."
20,20_4,2024-08-24,29700,Agent,Agent: Refund processed. Sorry for the delay.
20,20_5,2024-08-24,29700,Caller,"Caller: No worries, thanks for the quick fix."
20,20_6,2024-08-24,29700,Agent,Agent: Let me know if you need alternatives.
21,21_1,2024-09-16,23400,Caller,"Caller: Hi, I need some help understanding your size chart for jeans. The measurements are confusing."
21,21_2,2024-09-16,23400,Agent,"Agent: For jeans, measure your waist and inseam. Which style are you looking at?"
21,21_3,2024-09-16,23400,Caller,Caller: The slim fit ones. My waist is 32 inches.
21,21_4,2024-09-16,23400,Agent,Agent: That would be size 32. Inseam options are 30 or 32.
21,21_5,2024-09-16,23400,Caller,Caller: I'll take 32/32. Thanks for clarifying.
22,22_1,2024-10-31,25800,Caller,Caller: My product review isn't showing up on the site even after a few days.
22,22_2,2024-10-31,25800,Agent,"Agent: Reviews go through moderation, but it shouldn't take long. Let me check."
22,22_3,2024-10-31,25800,Caller,Caller: It's been over a week now.
22,22_4,2024-10-31,25800,Agent,Agent: Found it—approved now. It should appear shortly.
22,22_5,2024-10-31,25800,Caller,"Caller: Great, I appreciate the feedback system. Thanks."
23,23_1,2024-11-13,18300,Caller,"Caller: Hello, does your store have a loyalty program for frequent shoppers?"
23,23_2,2024-11-13,18300,Agent,"Agent: Yes, you earn points on every purchase, redeemable for discounts."
23,23_3,2024-11-13,18300,Caller,"Caller: How do I sign up, and what are the benefits?"
23,23_4,2024-11-13,18300,Agent,Agent: Just create an account on our site. Benefits include exclusive sales too.
23,23_5,2024-11-13,18300,Caller,Caller: Signed up! Thanks for the info.
24,24_1,2024-12-28,33600,Caller,Caller: The battery life on this watch is much shorter than what was advertised—only lasting a few hours.
24,24_2,2024-12-28,33600,Agent,Agent: That doesn't sound right. Have you tried optimizing settings like turning off notifications?
24,24_3,2024-12-28,33600,Caller,"Caller: Yes, I did all that. Still drains fast."
24,24_4,2024-12-28,33600,Agent,Agent: Let's return it for inspection. I'll send a label.
24,24_5,2024-12-28,33600,Caller,"Caller: Okay, hope the next one is better. Thanks."
24,24_6,2024-12-28,33600,Agent,Agent: We'll make sure. Refund if needed.
25,25_1,2023-01-10,17400,Caller,"Caller: Hi, can I use PayPal as a payment method on your checkout page?"
25,25_2,2023-01-10,17400,Agent,"Agent: Yes, it's available at checkout."
25,25_3,2023-01-10,17400,Caller,Caller: It's not showing up for me. What could be wrong?
25,25_4,2023-01-10,17400,Agent,Agent: Try refreshing the page or clearing your cache.
25,25_5,2023-01-10,17400,Caller,Caller: That worked. Thanks!
26,26_1,2023-02-25,30600,Caller,"Caller: My order is delayed, and I need it soon. Why is it taking so long?"
26,26_2,2023-02-25,30600,Agent,Agent: Due to recent weather disruptions in shipping routes. New ETA is next week.
26,26_3,2023-02-25,30600,Caller,Caller: That's inconvenient. Can you compensate with free shipping on my next order?
26,26_4,2023-02-25,30600,Agent,"Agent: Absolutely, I've added a credit to your account."
26,26_5,2023-02-25,30600,Caller,Caller: Much better. Thanks for understanding.
27,27_1,2023-03-19,22500,Caller,"Caller: Hello, is there any recall information on the toy set I bought last month?"
27,27_2,2023-03-19,22500,Agent,Agent: Let me check—which specific set?
27,27_3,2023-03-19,22500,Caller,Caller: The building blocks for kids aged 3-5.
27,27_4,2023-03-19,22500,Agent,Agent: No recalls on that one. It's safe.
27,27_5,2023-03-19,22500,Caller,Caller: Good to hear. Thanks for confirming.
28,28_1,2023-04-04,27600,Caller,"Caller: I'm not receiving your promotional newsletters anymore, even though I'm subscribed."
28,28_2,2023-04-04,27600,Agent,Agent: Have you checked your spam folder? Sometimes they end up there.
28,28_3,2023-04-04,27600,Caller,"Caller: Yes, nothing. Can you resubscribe me or update?"
28,28_4,2023-04-04,27600,Agent,Agent: Let's update your preferences. Should start coming again.
28,28_5,2023-04-04,27600,Caller,Caller: Fixed now. Appreciate it.
28,28_6,2023-04-04,27600,Agent,Agent: Glad to help.
29,29_1,2023-05-29,20100,Caller,"Caller: Hi, do you offer discounts for bulk orders, like 20 custom shirts for an event?"
29,29_2,2023-05-29,20100,Agent,"Agent: For orders over 10, we give 15% off."
29,29_3,2023-05-29,20100,Caller,Caller: Excellent. How do I apply that?
29,29_4,2023-05-29,20100,Agent,"Agent: Add to cart, and it'll apply at checkout."
29,29_5,2023-05-29,20100,Caller,Caller: All set. Thanks!
30,30_1,2023-06-11,29100,Caller,Caller: Your mobile app keeps crashing when I try to view my shopping cart.
30,30_2,2023-06-11,29100,Agent,Agent: Sorry about that. Have you updated to the latest version?
30,30_3,2023-06-11,29100,Caller,"Caller: Yes, still happening."
30,30_4,2023-06-11,29100,Agent,"Agent: Try reinstalling. Meanwhile, use the website."
30,30_5,2023-06-11,29100,Caller,Caller: Reinstall worked. Thanks for the suggestion.
30,30_6,2023-06-11,29100,Agent,Agent: Update with fixes coming soon.
31,31_1,2023-07-26,23100,Caller,"Caller: Hello, are there vegan options in your skincare products? I'm looking for something gentle."
31,31_2,2023-07-26,23100,Agent,Agent: Many are vegan—look for the label. I recommend the aloe-based cream.
31,31_3,2023-07-26,23100,Caller,Caller: Does it have any animal testing?
31,31_4,2023-07-26,23100,Agent,"Agent: No, we're cruelty-free."
31,31_5,2023-07-26,23100,Caller,Caller: Adding it now. Thanks!
32,32_1,2023-08-08,28200,Caller,Caller: My package was stolen from the porch. What can I do about it?
32,32_2,2023-08-08,28200,Agent,Agent: That's awful. We can file a claim with the carrier.
32,32_3,2023-08-08,28200,Caller,Caller: How does that process work? Will I get a replacement?
32,32_4,2023-08-08,28200,Agent,"Agent: Fill out the online form, and we'll resend or refund once approved."
32,32_5,2023-08-08,28200,Caller,Caller: I'll do that. Thanks for guiding me.
33,33_1,2023-09-23,18600,Caller,"Caller: Hi, I need to change the email address linked to my account."
33,33_2,2023-09-23,18600,Agent,"Agent: Sure, first verify the old email by entering a code we'll send."
33,33_3,2023-09-23,18600,Caller,Caller: Code received and entered.
33,33_4,2023-09-23,18600,Agent,Agent: Updated to the new one.
33,33_5,2023-09-23,18600,Caller,Caller: Quick and easy. Thanks.
34,34_1,2023-10-15,33300,Caller,Caller: These wired headphones have terrible static noise right out of the box.
34,34_2,2023-10-15,33300,Agent,Agent: That sounds defective. Have you tried a different device?
34,34_3,2023-10-15,33300,Caller,"Caller: Yes, same issue."
34,34_4,2023-10-15,33300,Agent,Agent: We'll replace them. Send back the old pair?
34,34_5,2023-10-15,33300,Caller,"Caller: Yes, please provide a label."
34,34_6,2023-10-15,33300,Agent,Agent: On its way. New ones shipping today.
35,35_1,2023-11-30,17100,Caller,"Caller: Hello, do you extend return periods during the holidays?"
35,35_2,2023-11-30,17100,Agent,"Agent: Yes, purchases from now until December can be returned by January 15."
35,35_3,2023-11-30,17100,Caller,Caller: That's convenient for gifts.
35,35_4,2023-11-30,17100,Agent,Agent: Shop with peace of mind.
35,35_5,2023-11-30,17100,Caller,Caller: Will do. Thanks!
36,36_1,2023-12-12,28800,Caller,Caller: My order arrived with extra items I didn't purchase. What should I do?
36,36_2,2023-12-12,28800,Agent,Agent: That's our mistake—feel free to keep them as a gift.
36,36_3,2023-12-12,28800,Caller,Caller: Really? That's generous.
36,36_4,2023-12-12,28800,Agent,"Agent: Yes, enjoy the extras."
36,36_5,2023-12-12,28800,Caller,"Caller: Wow, thanks a lot!"
37,37_1,2025-01-27,23700,Caller,"Caller: Hi, does your website have accessibility features for visually impaired users?"
37,37_2,2025-01-27,23700,Agent,"Agent: Yes, it's compatible with screen readers, and we have alt text on all images."
37,37_3,2025-01-27,23700,Caller,"Caller: Great, that's important to me."
37,37_4,2025-01-27,23700,Agent,"Agent: If you need more help, let us know."
37,37_5,2025-01-27,23700,Caller,Caller: Will do. Thanks.
38,38_1,2025-02-09,27900,Caller,Caller: The material on this dress is causing irritation on my skin—it's itchy.
38,38_2,2025-02-09,27900,Agent,Agent: Sorry to hear that. Perhaps an allergic reaction. Want to return?
38,38_3,2025-02-09,27900,Caller,"Caller: Yes, order 22334."
38,38_4,2025-02-09,27900,Agent,Agent: Refund starting now. Send it back.
38,38_5,2025-02-09,27900,Caller,Caller: Thanks for the hassle-free process.
39,39_1,2025-03-24,19200,Caller,"Caller: Hello, how can I check the balance on my gift card?"
39,39_2,2025-03-24,19200,Agent,"Agent: Provide the code, and I'll look it up."
39,39_3,2025-03-24,19200,Caller,Caller: It's ABC123.
39,39_4,2025-03-24,19200,Agent,Agent: You have $50 remaining.
39,39_5,2025-03-24,19200,Caller,"Caller: Perfect, thanks."
40,40_1,2025-04-06,29400,Caller,Caller: I need the assembly instructions for the desk I bought—they weren't in the box.
40,40_2,2025-04-06,29400,Agent,Agent: No problem. I can email a PDF version.
40,40_3,2025-04-06,29400,Caller,"Caller: Yes, please. My email is deskbuyer@email.com."
40,40_4,2025-04-06,29400,Agent,"Agent: Sent. If you have questions during assembly, call back."
40,40_5,2025-04-06,29400,Caller,Caller: Received it. Thanks so much!
41,41_1,2025-05-21,24600,Caller,"Caller: Hi, can I return an item without the original receipt? I lost it."
41,41_2,2025-05-21,24600,Agent,Agent: We can issue store credit if you have the order number or email.
41,41_3,2025-05-21,24600,Caller,Caller: It's an online purchase—order 44556.
41,41_4,2025-05-21,24600,Agent,Agent: Found it. Return approved for credit.
41,41_5,2025-05-21,24600,Caller,Caller: That's fine. Thanks.
42,42_1,2025-06-03,26100,Caller,Caller: The digital game code you sent isn't redeeming properly on the platform.
42,42_2,2025-06-03,26100,Agent,Agent: Let's troubleshoot. Which platform?
42,42_3,2025-06-03,26100,Caller,Caller: Steam.
42,42_4,2025-06-03,26100,Agent,Agent: I'll resend a new code—try that.
42,42_5,2025-06-03,26100,Caller,Caller: It worked this time. Appreciate the quick help.
43,43_1,2025-07-18,18300,Caller,"Caller: Hello, do you carry pet-friendly cleaning products that won't harm my dog?"
43,43_2,2025-07-18,18300,Agent,"Agent: Yes, our non-toxic line is safe for pets."
43,43_3,2025-07-18,18300,Caller,Caller: Specifically for floors?
43,43_4,2025-07-18,18300,Agent,"Agent: Absolutely, the floor cleaner is pet-safe."
43,43_5,2025-07-18,18300,Caller,Caller: I'll order some. Thanks!
44,44_1,2025-08-30,33900,Caller,"Caller: My subscription renewed without warning, and I wanted to cancel it."
44,44_2,2025-08-30,33900,Agent,"Agent: Subscriptions auto-renew, but I can turn that off and issue a refund."
44,44_3,2025-08-30,33900,Caller,Caller: Please do both.
44,44_4,2025-08-30,33900,Agent,Agent: Done—refund for this cycle processed.
44,44_5,2025-08-30,33900,Caller,Caller: Thanks for fixing it promptly.
45,45_1,2025-09-12,17100,Caller,"Caller: Hi, can you compare two phone models for me? Battery life is key."
45,45_2,2025-09-12,17100,Agent,"Agent: Model A has 12 hours, B has 8."
45,45_3,2025-09-12,17100,Caller,Caller: What about camera quality?
45,45_4,2025-09-12,17100,Agent,Agent: A is better there too.
45,45_5,2025-09-12,17100,Caller,Caller: I'll go with A.
46,46_1,2025-10-27,29700,Caller,Caller: The paint sample I got doesn't match the color on your site at all.
46,46_2,2025-10-27,29700,Agent,"Agent: Samples can vary slightly, but if it's way off, return it."
46,46_3,2025-10-27,29700,Caller,"Caller: Yes, it's not close."
46,46_4,2025-10-27,29700,Agent,Agent: Send it back; we'll ship a new one free.
46,46_5,2025-10-27,29700,Caller,Caller: Thanks. Hope the next is accurate.
47,47_1,2024-11-09,23400,Caller,"Caller: Hello, can I extend the warranty on my electronics purchase?"
47,47_2,2024-11-09,23400,Agent,"Agent: Yes, for $20 per year on most items."
47,47_3,2024-11-09,23400,Caller,Caller: For the TV I bought.
47,47_4,2024-11-09,23400,Agent,Agent: Added—now covered for 3 years.
47,47_5,2024-11-09,23400,Caller,"Caller: Great, peace of mind."
48,48_1,2024-12-24,27900,Caller,"Caller: My package arrived soaked from rain, but thankfully nothing damaged."
48,48_2,2024-12-24,27900,Agent,Agent: Glad it's okay. We'll improve weather-proofing.
48,48_3,2024-12-24,27900,Caller,Caller: Good to know for future.
48,48_4,2024-12-24,27900,Agent,Agent: Noted on your account.
48,48_5,2024-12-24,27900,Caller,Caller: Thanks anyway.
49,49_1,2024-01-16,18900,Caller,"Caller: Hi, how do I unsubscribe from your email list? Too many coming in."
49,49_2,2024-01-16,18900,Agent,"Agent: Click the link at the bottom, or I can do it."
49,49_3,2024-01-16,18900,Caller,Caller: Please handle it for me.
49,49_4,2024-01-16,18900,Agent,Agent: You're unsubscribed.
49,49_5,2024-01-16,18900,Caller,Caller: Much better. Thanks.
50,50_1,2024-02-01,30900,Caller,Caller: The toy I ordered is missing some pieces—my kid is upset.
50,50_2,2024-02-01,30900,Agent,Agent: Sorry! Send a photo of what's missing?
50,50_3,2024-02-01,30900,Caller,Caller: Emailing now.
50,50_4,2024-02-01,30900,Agent,"Agent: Parts on the way, no charge."
50,50_5,2024-02-01,30900,Caller,"Caller: Thanks, that'll make his day."
51,51_1,2024-03-18,22200,Caller,"Caller: Hello, do you have a student discount program?"
51,51_2,2024-03-18,22200,Agent,Agent: 10% off with valid ID.
51,51_3,2024-03-18,22200,Caller,Caller: How do I apply it online?
51,51_4,2024-03-18,22200,Agent,Agent: Upload ID at checkout.
51,51_5,2024-03-18,22200,Caller,Caller: Easy enough. Thanks!
52,52_1,2024-04-02,27000,Caller,Caller: My loyalty points aren't updating after my last purchase.
52,52_2,2024-04-02,27000,Agent,Agent: It can take 48 hours. Let me check.
52,52_3,2024-04-02,27000,Caller,Caller: It's been longer.
52,52_4,2024-04-02,27000,Agent,Agent: Manually added now.
52,52_5,2024-04-02,27000,Caller,Caller: Appreciate the fix.
53,53_1,2024-05-17,19500,Caller,"Caller: Hi, are there eco-friendly shipping options available?"
53,53_2,2024-05-17,19500,Agent,Agent: We offer carbon-neutral shipping at no extra cost.
53,53_3,2024-05-17,19500,Caller,Caller: Does it slow down delivery?
53,53_4,2024-05-17,19500,Agent,"Agent: No, same speed."
53,53_5,2024-05-17,19500,Caller,Caller: Select that for my order.
54,54_1,2024-06-29,32400,Caller,Caller: The software I downloaded won't install on my computer.
54,54_2,2024-06-29,32400,Agent,Agent: Is your OS compatible? Windows or Mac?
54,54_3,2024-06-29,32400,Caller,Caller: Windows 10.
54,54_4,2024-06-29,32400,Agent,Agent: Run as administrator.
54,54_5,2024-06-29,32400,Caller,Caller: That did it. Thanks!
54,54_6,2024-06-29,32400,Agent,Agent: Glad it worked.
55,55_1,2024-07-11,16800,Caller,"Caller: Hello, can I return an item that's been opened but unused?"
55,55_2,2024-07-11,16800,Agent,"Agent: Yes, as long as it's in original condition."
55,55_3,2024-07-11,16800,Caller,Caller: It's a shirt I tried on once.
55,55_4,2024-07-11,16800,Agent,Agent: That's fine. Send label?
55,55_5,2024-07-11,16800,Caller,"Caller: Yes, please."
56,56_1,2024-08-26,29100,Caller,"Caller: My order is stuck in ""processing"" for days now."
56,56_2,2024-08-26,29100,Agent,Agent: Let me see—payment cleared?
56,56_3,2024-08-26,29100,Caller,"Caller: Yes, card was charged."
56,56_4,2024-08-26,29100,Agent,Agent: Approved manually. Shipping soon.
56,56_5,2024-08-26,29100,Caller,"Caller: Finally, thanks."
57,57_1,2024-09-08,23100,Caller,"Caller: Hi, do your food products have allergy information?"
57,57_2,2024-09-08,23100,Agent,"Agent: Yes, detailed on labels and site."
57,57_3,2024-09-08,23100,Caller,Caller: Any with nuts?
57,57_4,2024-09-08,23100,Agent,Agent: This snack is nut-free.
57,57_5,2024-09-08,23100,Caller,Caller: I'll take it.
58,58_1,2024-10-23,26100,Caller,Caller: The picture frame arrived bent out of shape.
58,58_2,2024-10-23,26100,Agent,Agent: Likely shipping damage. Photo please?
58,58_3,2024-10-23,26100,Caller,Caller: Sent.
58,58_4,2024-10-23,26100,Agent,Agent: Replacement coming.
58,58_5,2024-10-23,26100,Caller,Caller: Thanks for the swift action.
59,59_1,2024-11-05,20100,Caller,"Caller: Hello, is there a virtual try-on feature for glasses?"
59,59_2,2024-11-05,20100,Agent,"Agent: Yes, via our app."
59,59_3,2024-11-05,20100,Caller,Caller: How do I access it?
59,59_4,2024-11-05,20100,Agent,Agent: Download and upload photo.
59,59_5,2024-11-05,20100,Caller,Caller: Sounds fun. Thanks!
60,60_1,2024-12-20,31200,Caller,Caller: My referral code isn't applying for my friend.
60,60_2,2024-12-20,31200,Agent,Agent: Has it expired?
60,60_3,2024-12-20,31200,Caller,Caller: It's new.
